"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"1151","1","30","0","Loyal Defender","충성스러운 수호자","Défenseur loyal","Loyaler Verteidiger","忠诚的卫士","忠誠防禦者","Leal defensor","Leal defensor","Преданный защитник","","","","","","","","16712190","In Alterac Valley, kill 50 enemy players in the Hall of the Stormpike.","알터랙 계곡 스톰파이크 전당에서 적 플레이어 50명 처치","Dans la vallée d'Alterac, tuer 50 ennemis dans le hall des Foudrepiques.","Tötet 50 gegnerische Spieler in der Halle der Sturmlanzen im Alteractal.","在奥特兰克山谷的雷矛大厅中杀死50名敌对玩家。","奧特蘭克山谷中，於雷矛大廳中擊殺50名敵對玩家。","En el Valle de Alterac, mata a 50 jugadores enemigos en la Cámara de los Pico Tormenta.","En el Valle de Alterac, mata a 50 jugadores enemigos en la Cámara de los Pico Tormenta.","Убейте 50 персонажей в Зале Грозовой Вершины в Альтеракской долине.","","","","","","","","16712190","14801","10","6","0","3582","","","","","","","","","","","","","","","","","16712174","0","0"
"1153","-1","-1","0","Overly Defensive","과도한 방어 태세","La défense à tout prix","Verteidigungskünstler","固若金汤","極度防禦","Demasiado defensivo","Demasiado defensivo","Сверхзащита","","","","","","","","16712190","Defend 3 bases in a single Arathi Basin battle.","아라시 분지 단일 전투에서 거점 3개 방어","Défendre 3 bases dans une même bataille pour le bassin d'Arathi.","Verteidigt 3 Basen in einer einzigen Arathibeckenschlacht.","在一场阿拉希盆地的战斗中防守3座基地。","在單場阿拉希盆地戰役中守住3個基地。","Defiende 3 bases en una sola batalla por la Cuenca de Arathi.","Defiende 3 bases en una sola batalla por la Cuenca de Arathi.","Трижды за одно сражение защитите базы в Низине Арати.","","","","","","","","16712190","14802","10","6","0","3397","","","","","","","","","","","","","","","","","16712174","0","0"
"1183","-1","-1","0","Brew of the Year","올해의 맥주","La bière de l'année","Das Bier des Jahres","年度美酒","年度啤酒","La cerveza del año","La cerveza del año","Пиво года","","","","","","","","16712190","Sample 12 beers featured in the Brew of the Month club.","맥주 사랑 동호회에서 제공하는 맥주 12개 시음","Goûter 12 bières présentées par le club de la bière du mois.","Probiert 12 Biere, die im Bier des Monats e.V. vorkommen.","品尝本月美酒俱乐部提供的12种啤酒。","試喝過每月啤酒俱樂部的12種樣品。","Degusta 12 cervezas del Club de la Cerveza del Mes.","Degusta 12 cervezas del Club de la Cerveza del Mes.","Попробуйте 12 сортов пива, которые рассылает Клуб """"Пиво месяца"""".","","","","","","","","16712190","162","10","6","0","2535","","","","","","","","","","","","","","","","","16712174","0","0"
"1268","-1","-1","0","Explore Sholazar Basin","숄라자르 분지 탐험","Exploration du bassin de Sholazar","Erforscht das Sholazarbecken","探索索拉查盆地","探索休拉薩盆地","Cuenca de Sholazar","Cuenca de Sholazar","Низина Шолазар","","","","","","","","16712190","Explore Sholazar Basin, revealing the covered areas of the world map.","숄라자르 분지 탐험 및 지역 발견","Explorer le bassin de Sholazar et révéler les zones voilées de la carte du monde.","Erforscht das Sholazarbecken und enthüllt die verdeckten Gebiete auf der Weltkarte.","探索索拉查盆地，走过世界地图中被遮住的各个角落。","探索休拉薩盆地，解開世界地圖上未知的區域。","Explora la Cuenca de Sholazar y descubre todas las zonas cubiertas del mapa del mundo.","Explora la Cuenca de Sholazar y descubre todas las zonas cubiertas del mapa del mundo.","Исследуйте Низину Шолазар, открыв все ее области на карте.","","","","","","","","16712190","14780","10","6","0","3335","","","","","","","","","","","","","","","","","2113864174","0","0"
"1272","0","-1","0","Terror of Terokkar","테로카르의 공포","Terreur dans Terokkar","Terror in Terokkar","泰罗卡的恐惧","泰洛卡大恐慌","Terror de Terokkar","Terror de Terokkar","Террор в Тероккаре","","","","","","","","16712190","Complete 68 quests in Terokkar Forest.","테로카르 숲 퀘스트 68개 완료","Achever 68 quêtes dans la forêt de Terokkar.","Schließt 68 Quests in den Wäldern von Terokkar ab.","在泰罗卡森林完成68个任务。","在泰洛卡森林完成68個任務。","Completa 68 misiones en el Bosque de Terokkar.","Completa 68 misiones en el Bosque de Terokkar.","Выполните 68 заданий в Тероккарском лесу.","","","","","","","","16712190","14862","10","6","0","3586","","","","","","","","","","","","","","","","","2113864174","0","0"
"1280","0","-1","0","Flirt With Disaster","정신차리고 보니...","Flirter avec le désastre","Ein katastrophaler Flirt","自讨苦吃","自找死路","Flirtear con el desastre","Flirtear con el desastre","Заигрывания со страшилищем","","","","","","","","16712190","Get completely smashed, put on your best perfume, throw a handful of rose petals on Jeremiah Payson and then kiss him. You'll regret it in the morning.","곤드레만드레 취한 상태에서 최고의 향수를 뿌린 후 제레미어 페이슨에게 붉은 꽃잎 한 줌을 뿌리고 /키스하기. 아침이 되면 후회할 걸요.","Se soûler, mettre son meilleur parfum, lancer une poignée de pétales de rose sur Jeremiah Payson, puis l'embrasser. Vous le regretterez le lendemain matin.","Lasst Euch komplett volllaufen, tragt Euer bestes Parfüm auf, streut eine Handvoll Rosenblüten auf Jeremiah Payson und dann küsst ihn. Ihr werdet es am nächsten Morgen bereuen.","喝个烂醉如泥，洒上最好的香水，向杰雷米亚·派森扔一把玫瑰花瓣，然后亲吻他。到了早上你就会后悔的。","完全喝醉、噴上你最棒的香水、對著傑雷米亞·派森丟擲一把玫瑰花瓣並且親吻他。等酒醒你就後悔了。","Acaba totalmente borracho, ponte tu mejor perfume, tira un puñado de pétalos de rosa encima de Jeremiah Payson y luego bésalo. Por la mañana lo lamentarás.","Acaba totalmente borracho, ponte tu mejor perfume, tira un puñado de pétalos de rosa encima de Jeremiah Payson y luego bésalo. Por la mañana lo lamentarás.","Напейтесь в стельку, надушитесь своими лучшими духами, осыпьте лепестками роз Иеремию Пейсона и поцелуйте его. Утром вы будете очень сожалеть о содеянном.","","","","","","","","16712190","187","10","6","0","1846","","","","","","","","","","","","","","","","","2113864174","0","0"
"1288","-1","-1","0","Northrend Dungeonmaster","노스렌드 던전 전문가","Maître des donjons du Norfendre","Dungeonmeister von Nordend","诺森德地下城大师","北裂境地城大師","Maestro de mazmorra de Rasganorte","Maestro de mazmorra de Rasganorte","Повелитель подземелий Нордскола","","","","","","","","16712190","Complete the Northrend dungeon achievements listed below.","아래 나열된 노스렌드 던전 업적 완료","Accomplir les hauts faits dans les donjons du Norfendre listés ci-dessous.","Schließt die unten aufgelisteten Nordend-Dungeonerfolge ab.","完成下列诺森德地下城成就。","完成下列的北裂境地城成就。","Completa los logros de mazmorra de Rasganorte listados a continuación.","Completa los logros de mazmorra de Rasganorte listados a continuación.","Добейтесь указанных ниже достижений в Нордсколе.","","","","","","","","16712190","168","10","6","0","1947","","","","","","","","","","","","","","","","","2113864172","0","0"
"1300","-1","-1","0","Different health potions used","사용한 치유 물약 유형","Potions de soins différentes utilisées","Verschiedene Heiltränke benutzt","使用不同的治疗药水","服用不同等級的治療藥水","Pociones de salud diferentes usadas","Pociones de salud diferentes usadas","Количество различных выпитых зелий здоровья","","","","","","","","16712190","Different health potions used","사용한 치유 물약 유형","Potions de soins différentes utilisées","Verschiedene Heiltränke benutzt","使用不同的治疗药水","服用不同等級的治療藥水","Pociones de salud diferentes usadas","Pociones de salud diferentes usadas","Количество различных выпитых зелий здоровья","","","","","","","","16712190","145","0","6","33","1","","","","","","","","","","","","","","","","","4278125036","0","345"
"1359","0","-1","0","Might of Dragonblight","용의 안식처의 힘","La puissance de la Désolation des dragons","Nichts ist öde in der Öde","龙骨荒野之力","龍骨荒野之力","El poder del Cementerio de Dragones","El poder del Cementerio de Dragones","Кости на Погосте","","","","","","","","16712190","Complete 130 quests in Dragonblight.","용의 안식처 퀘스트 130개 완료","Achever 130 quêtes dans la Désolation des dragons.","Schließt 130 Quests in der Drachenöde ab.","在龙骨荒野完成130个任务。","完成130個龍骨荒野任務","Completa 130 misiones en el Cementerio de Dragones.","Completa 130 misiones en el Cementerio de Dragones.","Выполните 130 заданий в Драконьем Погосте.","","","","","","","","16712190","14863","10","6","0","3338","","","","","","","","","","","","","","","","","2113864172","0","0"
"1466","1","-1","0","Most Alliance factions at Exalted","확고한 동맹인 얼라이언스 진영 평판","Plus grand nombre de réputations de l'Alliance exaltées","Meiste Allianzfraktionen auf Ehrfürchtig","达到崇拜的联盟声望","聯盟聲望達到崇拜總數","Mayoría de facciones de la Alianza a nivel Exaltado","Mayoría de facciones de la Alianza a nivel Exaltado","Наибольшее количество фракций Альянса, которые вас превозносят","","","","","","","","16712190","Most Alliance factions at Exalted","확고한 동맹인 얼라이언스 진영 평판","Plus grand nombre de réputations de l'Alliance exaltées","Meiste Allianzfraktionen auf Ehrfürchtig","达到崇拜的联盟声望","聯盟聲望達到崇拜總數","Mayoría de facciones de la Alianza a nivel Exaltado","Mayoría de facciones de la Alianza a nivel Exaltado","Наибольшее количество фракций Альянса, которые вас превозносят","","","","","","","","16712190","147","0","6","33","1","","","","","","","","","","","","","","","","","2080309740","0","0"
"1506","-1","601","0","Anub'arak kills (Heroic Azjol-Nerub)","아눕아락 처치 (아졸네룹 - 영웅)","Morts d'Anub'arak (Azjol-Nérub en mode héroïque)","Siege über Anub'arak (Heroisches Azjol-Nerub)","杀死阿努巴拉克（英雄艾卓-尼鲁布）","阿努巴拉克擊殺數(英雄阿茲歐-奈幽)","Muertes de Anub'arak (Azjol-Nerub H.)","Muertes de Anub'arak (Azjol-Nerub H.)","Убийства Ануб'арака (Азжол-Неруб, героич.)","","","","","","","","16712190","Anub'arak kills (Heroic Azjol-Nerub)","아눕아락 처치 (아졸네룹 - 영웅)","Morts d'Anub'arak (Azjol-Nérub en mode héroïque)","Siege über Anub'arak (Heroisches Azjol-Nerub)","杀死阿努巴拉克（英雄艾卓-尼鲁布）","阿努巴拉克擊殺數(英雄阿茲歐-奈幽)","Muertes de Anub'arak (Azjol-Nerub H.)","Muertes de Anub'arak (Azjol-Nerub H.)","Убийства Ануб'арака (Азжол-Неруб, героич.)","","","","","","","","16712190","14823","5","6","1","1899","","","","","","","","","","","","","","","","","2130641388","0","0"
"1716","-1","-1","0","Battleground with the most Killing Blows","가장 많은 결정타를 얻은 전장","Champ de bataille avec le plus de coups fatals","Schlachtfeld mit den meisten Todesstößen","杀敌数最多的战场","戰場最高的最後一擊數","Campo de batalla con más número de golpes de gracia","Campo de batalla con más número de golpes de gracia","Больше всего смертельных ударов на поле боя","","","","","","","","16712190","Battleground with the most Killing Blows","가장 많은 결정타를 얻은 전장","Champ de bataille avec le plus de coups fatals","Schlachtfeld mit den meisten Todesstößen","杀敌数最多的战场","戰場最高的最後一擊數","Campo de batalla con más número de golpes de gracia","Campo de batalla con más número de golpes de gracia","Больше всего смертельных ударов на поле боя","","","","","","","","16712190","137","0","6","17","1","","","","","","","","","","","","","","","","","2113864172","0","1491"
